id,item_id,store_id,date,forecast
FOODS_3_819_WI_3_evaluation,FOODS_3_819,WI_3,2016-06-15,2.4093080734532775
FOODS_3_819_WI_3_evaluation,FOODS_3_819,WI_3,2016-06-16,2.4093080734532775
FOODS_3_819_WI_3_evaluation,FOODS_3_819,WI_3,2016-06-17,2.3969358057593917
FOODS_3_819_WI_3_evaluation,FOODS_3_819,WI_3,2016-06-18,2.258822420909498
FOODS_3_819_WI_3_evaluation,FOODS_3_819,WI_3,2016-06-19,2.258822420909498
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-05-23,107.22282279434548
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-05-24,107.22282279434548
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-05-25,110.59554307260113
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-05-26,110.59554307260113
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-05-27,142.60711215796036
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-05-28,150.54867303182607
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-05-29,143.19571369441502
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-05-30,107.90536671247348
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-05-31,107.90536671247348
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-01,106.66218864683722
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-02,108.35686569879275
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-03,143.25736963193455
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-04,153.86781420470257
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-05,143.51971262929177
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-06,111.36228457753276
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-07,111.36228457753276
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-08,111.36228457753276
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-09,113.05696162948828
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-10,145.87727051423414
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-11,153.86781420470257
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-12,143.51971262929177
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-13,111.36228457753276
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-14,111.36228457753276
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-15,111.36228457753276
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-16,113.05696162948828
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-17,145.87727051423414
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-18,153.86781420470257
FOODS_3_090_CA_3_evaluation,FOODS_3_090,CA_3,2016-06-19,143.51971262929177
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-05-23,17.97992115022741
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-05-24,17.97992115022741
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-05-25,16.88665637162373
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-05-26,17.97992115022741
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-05-27,16.88665637162373
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-05-28,17.97992115022741
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-05-29,16.88665637162373
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-05-30,23.960738415708168
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-05-31,23.960738415708168
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-01,23.960738415708168
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-02,23.960738415708168
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-03,21.43666232751809
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-04,21.43666232751809
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-05,17.97992115022741
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-06,17.97992115022741
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-07,21.43666232751809
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-08,21.43666232751809
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-09,23.960738415708168
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-10,23.960738415708168
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-11,21.43666232751809
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-12,21.43666232751809
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-13,21.43666232751809
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-14,21.43666232751809
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-15,21.43666232751809
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-16,21.43666232751809
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-17,21.43666232751809
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-18,21.43666232751809
HOBBIES_1_234_CA_3_evaluation,HOBBIES_1_234,CA_3,2016-06-19,21.43666232751809
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-05-23,24.472097628004832
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-05-24,23.660306274939984
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-05-25,20.72871402567542
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-05-26,17.974527982209466
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-05-27,17.26900176308958
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-05-28,20.819534366414462
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-05-29,27.252047020866918
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-05-30,23.21484399434793
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-05-31,18.237381901327268
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-01,20.849853181040636
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-02,20.647682355363226
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-03,21.588286676789902
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-04,23.337735007085282
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-05,26.65741746364977
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-06,26.00094053348026
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-07,22.30184781159097
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-08,20.999486213561735
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-09,19.84953276196453
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-10,19.03394692045835
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-11,21.920039885308505
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-12,25.749982810097247
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-13,26.632397089356534
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-14,22.298461981897464
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-15,21.706635968264248
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-16,19.657310298123704
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-17,19.427794111398967
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-18,22.118905817356165
HOUSEHOLD_1_118_CA_3_evaluation,HOUSEHOLD_1_118,CA_3,2016-06-19,27.83795948685336
