review_index,review_day,forecast_day,forecast,forecast_d,actual
1597,2015-07-12,F4,1.2982288998645781,2015-07-16,2
1597,2015-07-12,F5,0.9153967005352415,2015-07-17,8
1597,2015-07-12,F6,2.3137840686900963,2015-07-18,1
1597,2015-07-12,F7,2.8446206920422874,2015-07-19,0
1597,2015-07-12,F8,1.9702738845574674,2015-07-20,1
1597,2015-07-12,F9,1.970196304737607,2015-07-21,3
1597,2015-07-12,F10,1.8927177728004927,2015-07-22,1
1604,2015-07-19,F1,1.8709532402101674,2015-07-20,1
1604,2015-07-19,F2,1.6848314084866198,2015-07-21,3
1604,2015-07-19,F3,1.6555305495406396,2015-07-22,1
1604,2015-07-19,F4,1.5708172141055163,2015-07-23,1
1604,2015-07-19,F5,1.464109283580839,2015-07-24,2
1604,2015-07-19,F6,1.6685426617628742,2015-07-25,1
1604,2015-07-19,F7,1.7483877393225842,2015-07-26,1
1604,2015-07-19,F8,1.7498269958796737,2015-07-27,6
1604,2015-07-19,F9,1.9768518581224197,2015-07-28,0
1604,2015-07-19,F10,1.9786104328447212,2015-07-29,1
1611,2015-07-26,F1,1.7589180773904949,2015-07-27,6
1611,2015-07-26,F2,1.740886593211757,2015-07-28,0
1611,2015-07-26,F3,1.4211489486019093,2015-07-29,1
1611,2015-07-26,F4,1.5478990069089051,2015-07-30,1
1611,2015-07-26,F5,1.4319767714744231,2015-07-31,2
1611,2015-07-26,F6,2.038765094718801,2015-08-01,2
1611,2015-07-26,F7,2.0530113156941097,2015-08-02,2
1611,2015-07-26,F8,2.0401853016638904,2015-08-03,3
1611,2015-07-26,F9,1.740688561450732,2015-08-04,2
1611,2015-07-26,F10,1.9831601346378527,2015-08-05,0
1618,2015-08-02,F1,2.366230832918966,2015-08-03,3
1618,2015-08-02,F2,1.8366106710185761,2015-08-04,2
1618,2015-08-02,F3,1.9499507262606848,2015-08-05,0
1618,2015-08-02,F4,2.2315623715280544,2015-08-06,2
1618,2015-08-02,F5,2.490037926781125,2015-08-07,4
1618,2015-08-02,F6,2.451216311611603,2015-08-08,2
1618,2015-08-02,F7,3.0575757317012355,2015-08-09,4
1618,2015-08-02,F8,1.780185060782438,2015-08-10,1
1618,2015-08-02,F9,2.1778829675184594,2015-08-11,1
1618,2015-08-02,F10,1.9088064222879102,2015-08-12,2
1625,2015-08-09,F1,1.7444709936921945,2015-08-10,1
1625,2015-08-09,F2,2.1722716492279277,2015-08-11,1
1625,2015-08-09,F3,1.8669662095147517,2015-08-12,2
1625,2015-08-09,F4,1.9542127624897918,2015-08-13,1
1625,2015-08-09,F5,2.0955517087066835,2015-08-14,5
1625,2015-08-09,F6,1.779012780108446,2015-08-15,2
1625,2015-08-09,F7,1.7772941669663527,2015-08-16,0
1625,2015-08-09,F8,1.5718925910943942,2015-08-17,0
1625,2015-08-09,F9,1.6000471119246955,2015-08-18,1
1625,2015-08-09,F10,1.3421926031935194,2015-08-19,0
1632,2015-08-16,F1,1.5608798757364937,2015-08-17,0
1632,2015-08-16,F2,1.6489718445783572,2015-08-18,1
1632,2015-08-16,F3,1.50048808829164,2015-08-19,0
1632,2015-08-16,F4,1.69117086749057,2015-08-20,0
1632,2015-08-16,F5,1.7308080321059385,2015-08-21,2
1632,2015-08-16,F6,1.3509684221498544,2015-08-22,0
1632,2015-08-16,F7,1.178945753545976,2015-08-23,1
1632,2015-08-16,F8,1.4519020299092598,2015-08-24,1
1632,2015-08-16,F9,1.443268895180043,2015-08-25,4
1632,2015-08-16,F10,1.585758958560569,2015-08-26,1
1639,2015-08-23,F1,0.8336748292668111,2015-08-24,1
1639,2015-08-23,F2,1.347433324458099,2015-08-25,4
1639,2015-08-23,F3,1.2463563285461734,2015-08-26,1
1639,2015-08-23,F4,1.2463563285461734,2015-08-27,0
1639,2015-08-23,F5,1.2988913849595063,2015-08-28,2
1639,2015-08-23,F6,1.3433915974878832,2015-08-29,3
1639,2015-08-23,F7,1.303642322745273,2015-08-30,1
1639,2015-08-23,F8,1.2460894537946021,2015-08-31,4
1639,2015-08-23,F9,2.059878916018339,2015-09-01,1
1639,2015-08-23,F10,1.8506018438134029,2015-09-02,4
1646,2015-08-30,F1,1.3441232011422886,2015-08-31,4
1646,2015-08-30,F2,1.77293492666358,2015-09-01,1
1646,2015-08-30,F3,1.7601778187487416,2015-09-02,4
1646,2015-08-30,F4,1.9523154289084363,2015-09-03,2
1646,2015-08-30,F5,1.7103479146721576,2015-09-04,4
1646,2015-08-30,F6,1.2202042061790197,2015-09-05,3
1646,2015-08-30,F7,1.942486785023796,2015-09-06,0
1646,2015-08-30,F8,1.4212031723150198,2015-09-07,2
1646,2015-08-30,F9,1.8077681593487986,2015-09-08,1
1646,2015-08-30,F10,1.5516462793474346,2015-09-09,1
1653,2015-09-06,F1,1.9247461223997369,2015-09-07,2
1653,2015-09-06,F2,1.8310483497509908,2015-09-08,1
1653,2015-09-06,F3,1.9411734464307464,2015-09-09,1
1653,2015-09-06,F4,1.5292708782618725,2015-09-10,2
1653,2015-09-06,F5,2.0008007228861366,2015-09-11,3
1653,2015-09-06,F6,2.069974873081522,2015-09-12,3
1653,2015-09-06,F7,1.9792150981913026,2015-09-13,4
1653,2015-09-06,F8,1.625366358622015,2015-09-14,2
1653,2015-09-06,F9,1.6015039295982547,2015-09-15,2
1653,2015-09-06,F10,1.3427065588304439,2015-09-16,0
1660,2015-09-13,F1,1.8148676173520784,2015-09-14,2
1660,2015-09-13,F2,1.4920142819407713,2015-09-15,2
1660,2015-09-13,F3,1.5272572210697286,2015-09-16,0
1660,2015-09-13,F4,1.4234890067187413,2015-09-17,6
1660,2015-09-13,F5,1.7974857544744838,2015-09-18,2
1660,2015-09-13,F6,1.6190797655904916,2015-09-19,0
1660,2015-09-13,F7,1.8822546424312445,2015-09-20,2
1660,2015-09-13,F8,1.6070290544527936,2015-09-21,1
1660,2015-09-13,F9,1.3342022491127352,2015-09-22,2
1660,2015-09-13,F10,1.4001917393958205,2015-09-23,1
1667,2015-09-20,F1,1.385162241657704,2015-09-21,1
1667,2015-09-20,F2,1.3462899705562121,2015-09-22,2
1667,2015-09-20,F3,1.263665976976916,2015-09-23,1
1667,2015-09-20,F4,1.139005512892939,2015-09-24,3
1667,2015-09-20,F5,1.2919613334291318,2015-09-25,0
1667,2015-09-20,F6,1.218561775556488,2015-09-26,3
1667,2015-09-20,F7,1.0861124034539382,2015-09-27,1
1667,2015-09-20,F8,1.220077116770587,2015-09-28,2
1667,2015-09-20,F9,1.0084783304839053,2015-09-29,2
1667,2015-09-20,F10,0.9614548194966441,2015-09-30,1
1674,2015-09-27,F1,1.253375273613604,2015-09-28,2
1674,2015-09-27,F2,1.4233320853509757,2015-09-29,2
1674,2015-09-27,F3,1.3709306305571347,2015-09-30,1
1674,2015-09-27,F4,1.6174694158347744,2015-10-01,1
1674,2015-09-27,F5,1.773222109286559,2015-10-02,2
1674,2015-09-27,F6,1.9632701832610933,2015-10-03,0
1674,2015-09-27,F7,1.768320234868452,2015-10-04,0
1674,2015-09-27,F8,1.9572595922399112,2015-10-05,1
1674,2015-09-27,F9,1.872353098336028,2015-10-06,2
1674,2015-09-27,F10,1.5510038904347179,2015-10-07,0
1681,2015-10-04,F1,1.8307088285741937,2015-10-05,1
1681,2015-10-04,F2,1.8221155026747733,2015-10-06,2
1681,2015-10-04,F3,1.8946556547651046,2015-10-07,0
1681,2015-10-04,F4,2.205500168596542,2015-10-08,0
1681,2015-10-04,F5,2.4593780152635096,2015-10-09,2
1681,2015-10-04,F6,1.9267701144043479,2015-10-10,1
1681,2015-10-04,F7,1.9576199442297255,2015-10-11,3
1681,2015-10-04,F8,2.3388699718677275,2015-10-12,0
1681,2015-10-04,F9,2.2593172235646497,2015-10-13,2
1681,2015-10-04,F10,2.213681117919678,2015-10-14,1
1688,2015-10-11,F1,2.4542086456519216,2015-10-12,0
1688,2015-10-11,F2,2.4960872812774615,2015-10-13,2
1688,2015-10-11,F3,2.4628720446056467,2015-10-14,1
1688,2015-10-11,F4,1.9113579838005883,2015-10-15,2
1688,2015-10-11,F5,1.3645445716987012,2015-10-16,1
1688,2015-10-11,F6,1.3828001657990507,2015-10-17,1
1688,2015-10-11,F7,1.553584624271969,2015-10-18,2
1688,2015-10-11,F8,1.6798016692632318,2015-10-19,0
1688,2015-10-11,F9,1.5209494095485192,2015-10-20,0
1688,2015-10-11,F10,1.3828631781973808,2015-10-21,2
1695,2015-10-18,F1,1.4295778865488795,2015-10-19,0
1695,2015-10-18,F2,1.4130634677679343,2015-10-20,0
1695,2015-10-18,F3,1.219652107495835,2015-10-21,2
1695,2015-10-18,F4,1.0937848261725973,2015-10-22,3
1695,2015-10-18,F5,1.1829102322639011,2015-10-23,2
1695,2015-10-18,F6,1.0268197962842545,2015-10-24,4
1695,2015-10-18,F7,1.1073197180884564,2015-10-25,1
1695,2015-10-18,F8,1.1677391382601383,2015-10-26,2
1695,2015-10-18,F9,1.3132224964951493,2015-10-27,0
1695,2015-10-18,F10,1.244624767033666,2015-10-28,1
1702,2015-10-25,F1,1.318779829892059,2015-10-26,2
1702,2015-10-25,F2,1.5873547989763703,2015-10-27,0
1702,2015-10-25,F3,1.4585405009071755,2015-10-28,1
1702,2015-10-25,F4,1.2249975094123906,2015-10-29,7
1702,2015-10-25,F5,1.2778690950993328,2015-10-30,0
1702,2015-10-25,F6,1.260476750953388,2015-10-31,1
1702,2015-10-25,F7,2.179799546562386,2015-11-01,2
1702,2015-10-25,F8,1.84450861162893,2015-11-02,3
1702,2015-10-25,F9,2.0692042842197207,2015-11-03,1
1702,2015-10-25,F10,1.8655181021730713,2015-11-04,1
1709,2015-11-01,F1,1.9854669740207969,2015-11-02,3
1709,2015-11-01,F2,2.0498641929160213,2015-11-03,1
1709,2015-11-01,F3,1.8038462920614518,2015-11-04,1
1709,2015-11-01,F4,2.1717002408487045,2015-11-05,5
1709,2015-11-01,F5,1.570933361096388,2015-11-06,0
1709,2015-11-01,F6,1.7858790881405653,2015-11-07,3
1709,2015-11-01,F7,2.276480671396828,2015-11-08,5
1709,2015-11-01,F8,1.5595996385465645,2015-11-09,1
1709,2015-11-01,F9,1.4182858503825881,2015-11-10,0
1709,2015-11-01,F10,1.574379156761495,2015-11-11,2
1716,2015-11-08,F1,1.6910135700085231,2015-11-09,1
1716,2015-11-08,F2,1.5376375203422512,2015-11-10,0
1716,2015-11-08,F3,1.575932339217746,2015-11-11,2
1716,2015-11-08,F4,1.7349501393818942,2015-11-12,1
1716,2015-11-08,F5,1.5627672094226968,2015-11-13,0
1716,2015-11-08,F6,1.886043916774231,2015-11-14,1
1716,2015-11-08,F7,1.4935992288617872,2015-11-15,1
1716,2015-11-08,F8,0.4615116324917414,2015-11-16,1
1716,2015-11-08,F9,0.6037777914168434,2015-11-17,1
1716,2015-11-08,F10,0.6588530291779265,2015-11-18,0
1723,2015-11-15,F1,0.8819933549006972,2015-11-16,1
1723,2015-11-15,F2,0.9402275999973845,2015-11-17,1
1723,2015-11-15,F3,0.9692384642779859,2015-11-18,0
1723,2015-11-15,F4,0.8533908202306361,2015-11-19,0
1723,2015-11-15,F5,0.8363556207145864,2015-11-20,0
1723,2015-11-15,F6,1.7445289710398582,2015-11-21,2
1723,2015-11-15,F7,1.2382754921147412,2015-11-22,2
1723,2015-11-15,F8,1.4435278209038342,2015-11-23,4
1723,2015-11-15,F9,1.05067109209478,2015-11-24,0
1723,2015-11-15,F10,0.996486797621509,2015-11-25,1
1730,2015-11-22,F1,1.4128215378005902,2015-11-23,4
1730,2015-11-22,F2,1.9460231496933127,2015-11-24,0
1730,2015-11-22,F3,1.6381262048765315,2015-11-25,1
1730,2015-11-22,F4,1.1938610926491635,2015-11-26,0
1730,2015-11-22,F5,1.594723130208654,2015-11-27,1
1730,2015-11-22,F6,1.0934490978182094,2015-11-28,1
1730,2015-11-22,F7,1.2789346033861468,2015-11-29,1
1730,2015-11-22,F8,1.018367191391482,2015-11-30,2
1730,2015-11-22,F9,1.6110978477508,2015-12-01,0
1730,2015-11-22,F10,1.958383420898108,2015-12-02,1
1737,2015-11-29,F1,1.3669190989637028,2015-11-30,2
1737,2015-11-29,F2,1.7869483910261847,2015-12-01,0
1737,2015-11-29,F3,1.8980340153033823,2015-12-02,1
1737,2015-11-29,F4,2.035908476775633,2015-12-03,0
1737,2015-11-29,F5,2.1315711376550848,2015-12-04,1
1737,2015-11-29,F6,2.432919638280627,2015-12-05,5
1737,2015-11-29,F7,2.610896247974966,2015-12-06,3
1737,2015-11-29,F8,2.643284186246517,2015-12-07,3
1737,2015-11-29,F9,2.5293406558481877,2015-12-08,2
1737,2015-11-29,F10,2.6702554471875595,2015-12-09,2
1744,2015-12-06,F1,2.4724682491479135,2015-12-07,3
1744,2015-12-06,F2,2.1905255715041614,2015-12-08,2
1744,2015-12-06,F3,2.413007765178119,2015-12-09,2
1744,2015-12-06,F4,1.5340751959331058,2015-12-10,1
1744,2015-12-06,F5,1.8864243977452209,2015-12-11,0
1744,2015-12-06,F6,1.9838128980197984,2015-12-12,4
1744,2015-12-06,F7,2.391671767320725,2015-12-13,0
1744,2015-12-06,F8,1.7162176143283485,2015-12-14,1
1744,2015-12-06,F9,1.5226312901602674,2015-12-15,2
1744,2015-12-06,F10,1.2469766518338385,2015-12-16,0
1751,2015-12-13,F1,1.2793675949226702,2015-12-14,1
1751,2015-12-13,F2,1.2916024874354046,2015-12-15,2
1751,2015-12-13,F3,1.1049775635203065,2015-12-16,0
1751,2015-12-13,F4,1.1580328477270134,2015-12-17,1
1751,2015-12-13,F5,1.1909024200915521,2015-12-18,0
1751,2015-12-13,F6,1.5219557649205637,2015-12-19,1
1751,2015-12-13,F7,1.0963412235469232,2015-12-20,3
1751,2015-12-13,F8,1.3620993369067294,2015-12-21,2
1751,2015-12-13,F9,1.1003065068900808,2015-12-22,0
1751,2015-12-13,F10,1.0806184727459487,2015-12-23,0
1758,2015-12-20,F1,1.3149977193662175,2015-12-21,2
1758,2015-12-20,F2,1.167061198074166,2015-12-22,0
1758,2015-12-20,F3,1.084082206585269,2015-12-23,0
1758,2015-12-20,F4,1.4421522933708188,2015-12-24,1
1758,2015-12-20,F5,1.0964827801037051,2015-12-25,0
1758,2015-12-20,F6,1.621363655536418,2015-12-26,2
1758,2015-12-20,F7,1.3326697438036719,2015-12-27,2
1758,2015-12-20,F8,1.2969921482466393,2015-12-28,3
1758,2015-12-20,F9,1.1653666873886275,2015-12-29,1
1758,2015-12-20,F10,1.1695060944788171,2015-12-30,2
1765,2015-12-27,F1,1.5198256827942562,2015-12-28,3
1765,2015-12-27,F2,1.4392482591769011,2015-12-29,1
1765,2015-12-27,F3,1.3123745905384063,2015-12-30,2
1765,2015-12-27,F4,1.2992360764120774,2015-12-31,2
1765,2015-12-27,F5,2.0506672152273966,2016-01-01,4
1765,2015-12-27,F6,1.5855833570808546,2016-01-02,2
1765,2015-12-27,F7,2.9056610908825826,2016-01-03,1
1765,2015-12-27,F8,2.0770116279442066,2016-01-04,1
1765,2015-12-27,F9,1.9102946942517516,2016-01-05,1
1765,2015-12-27,F10,2.1058375790895374,2016-01-06,3
1772,2016-01-03,F1,2.2917524352616443,2016-01-04,1
1772,2016-01-03,F2,2.2194951087926165,2016-01-05,1
1772,2016-01-03,F3,2.040751327001587,2016-01-06,3
1772,2016-01-03,F4,2.040751327001587,2016-01-07,0
1772,2016-01-03,F5,2.133343507327529,2016-01-08,2
1772,2016-01-03,F6,2.332335291551354,2016-01-09,5
1772,2016-01-03,F7,1.8786105366300732,2016-01-10,0
1772,2016-01-03,F8,2.0776819477063255,2016-01-11,2
1772,2016-01-03,F9,1.689909459774017,2016-01-12,2
1772,2016-01-03,F10,1.7519912141283773,2016-01-13,3
1779,2016-01-10,F1,1.8738820235070055,2016-01-11,2
1779,2016-01-10,F2,1.6430159591587108,2016-01-12,2
1779,2016-01-10,F3,1.5644171366430077,2016-01-13,3
1779,2016-01-10,F4,1.6016762649466798,2016-01-14,0
1779,2016-01-10,F5,1.9164469165680562,2016-01-15,2
1779,2016-01-10,F6,1.4457207481769707,2016-01-16,1
1779,2016-01-10,F7,1.6754188858158863,2016-01-17,1
1779,2016-01-10,F8,1.677608993102143,2016-01-18,3
1779,2016-01-10,F9,1.5497900649259404,2016-01-19,4
1779,2016-01-10,F10,1.395202663717261,2016-01-20,10
1786,2016-01-17,F1,1.6146385645763799,2016-01-18,3
1786,2016-01-17,F2,1.5486255400563436,2016-01-19,4
1786,2016-01-17,F3,1.3946841634700804,2016-01-20,10
1786,2016-01-17,F4,1.4552323856011706,2016-01-21,0
1786,2016-01-17,F5,1.3655888393104887,2016-01-22,1
1786,2016-01-17,F6,1.2187467721108245,2016-01-23,4
1786,2016-01-17,F7,1.6256144282130862,2016-01-24,1
1786,2016-01-17,F8,1.527265091541833,2016-01-25,3
1786,2016-01-17,F9,1.3468898871051094,2016-01-26,0
1786,2016-01-17,F10,0.8742291808102701,2016-01-27,0
1793,2016-01-24,F1,1.60946638731442,2016-01-25,3
1793,2016-01-24,F2,1.5691895470808737,2016-01-26,0
1793,2016-01-24,F3,1.2110075356532932,2016-01-27,0
1793,2016-01-24,F4,1.7311276626474228,2016-01-28,3
1793,2016-01-24,F5,1.460688920882841,2016-01-29,1
1793,2016-01-24,F6,1.052377005094165,2016-01-30,1
1793,2016-01-24,F7,1.879547873708691,2016-01-31,2
1793,2016-01-24,F8,2.195821830441323,2016-02-01,3
1793,2016-01-24,F9,1.831102512544925,2016-02-02,1
1793,2016-01-24,F10,2.1523072059526775,2016-02-03,3
1800,2016-01-31,F1,1.967829428546008,2016-02-01,3
1800,2016-01-31,F2,1.7211961965164786,2016-02-02,1
1800,2016-01-31,F3,1.8997876930400537,2016-02-03,3
1800,2016-01-31,F4,2.340340019542797,2016-02-04,0
1800,2016-01-31,F5,1.8594860022490889,2016-02-05,2
1800,2016-01-31,F6,2.4225541407190017,2016-02-06,4
1800,2016-01-31,F7,2.3392428950851456,2016-02-07,5
1800,2016-01-31,F8,1.6216877388370166,2016-02-08,3
1800,2016-01-31,F9,1.361189955662807,2016-02-09,2
1800,2016-01-31,F10,1.2908706947838866,2016-02-10,2
1807,2016-02-07,F1,1.7972992980669384,2016-02-08,3
1807,2016-02-07,F2,1.9062136777323733,2016-02-09,2
1807,2016-02-07,F3,1.3147124912214958,2016-02-10,2
1807,2016-02-07,F4,1.5799518254337463,2016-02-11,2
1807,2016-02-07,F5,1.5080097487985942,2016-02-12,0
1807,2016-02-07,F6,1.8726802800818008,2016-02-13,1
1807,2016-02-07,F7,1.8992304080358706,2016-02-14,5
1807,2016-02-07,F8,1.9873736005451574,2016-02-15,3
1807,2016-02-07,F9,1.4097687459408743,2016-02-16,1
1807,2016-02-07,F10,2.1303851988631,2016-02-17,0
1814,2016-02-14,F1,2.1274504077908905,2016-02-15,3
1814,2016-02-14,F2,1.6886366831483215,2016-02-16,1
1814,2016-02-14,F3,1.8134776791625509,2016-02-17,0
1814,2016-02-14,F4,1.9336226917618,2016-02-18,2
1814,2016-02-14,F5,1.7414588458459384,2016-02-19,1
1814,2016-02-14,F6,1.985614005215288,2016-02-20,2
1814,2016-02-14,F7,2.2076315476835977,2016-02-21,3
1814,2016-02-14,F8,1.942951014166674,2016-02-22,1
1814,2016-02-14,F9,2.04335068393484,2016-02-23,0
1814,2016-02-14,F10,1.8425646365455453,2016-02-24,1
1821,2016-02-21,F1,1.8691310614396304,2016-02-22,1
1821,2016-02-21,F2,2.0180413396258094,2016-02-23,0
1821,2016-02-21,F3,1.8207584822628369,2016-02-24,1
1821,2016-02-21,F4,1.5408335474158616,2016-02-25,1
1821,2016-02-21,F5,1.4664600369353282,2016-02-26,2
1821,2016-02-21,F6,1.5540472509936507,2016-02-27,0
1821,2016-02-21,F7,1.7326491184860744,2016-02-28,2
1821,2016-02-21,F8,1.4565889235506906,2016-02-29,2
1821,2016-02-21,F9,1.5789750780144958,2016-03-01,4
1821,2016-02-21,F10,2.1924605229616327,2016-03-02,1
1828,2016-02-28,F1,1.3077662078773304,2016-02-29,2
1828,2016-02-28,F2,1.5677353733556885,2016-03-01,4
1828,2016-02-28,F3,1.9255872629597226,2016-03-02,1
1828,2016-02-28,F4,2.4403865126206536,2016-03-03,4
1828,2016-02-28,F5,2.025209183579224,2016-03-04,0
1828,2016-02-28,F6,2.3223827473869,2016-03-05,3
1828,2016-02-28,F7,2.5706693355557064,2016-03-06,6
1828,2016-02-28,F8,1.5612107747800021,2016-03-07,3
1828,2016-02-28,F9,1.2873104528419097,2016-03-08,0
1828,2016-02-28,F10,1.7466717657958655,2016-03-09,0
1835,2016-03-06,F1,1.6827602458801838,2016-03-07,3
1835,2016-03-06,F2,1.312144229357123,2016-03-08,0
1835,2016-03-06,F3,1.7906561359123438,2016-03-09,0
