review_index,review_day,forecast_day,forecast,forecast_d
1737,2015-11-29,F9,24.27177505556823,2015-12-08
1737,2015-11-29,F10,-50.51063465820614,2015-12-09
1744,2015-12-06,F1,61.38894401519392,2015-12-07
1744,2015-12-06,F2,17.039673392262525,2015-12-08
1744,2015-12-06,F3,-34.4192569487983,2015-12-09
1744,2015-12-06,F4,3.261988979526712,2015-12-10
1744,2015-12-06,F5,-8.270041520362074,2015-12-11
1744,2015-12-06,F6,-11.162839713533941,2015-12-12
1744,2015-12-06,F7,-12.945528753575399,2015-12-13
1744,2015-12-06,F8,8.115429149101486,2015-12-14
1744,2015-12-06,F9,-4.778757951170474,2015-12-15
1744,2015-12-06,F10,1.4433705123729093,2015-12-16
1751,2015-12-13,F1,7.033323106233163,2015-12-14
1751,2015-12-13,F2,8.647697813201658,2015-12-15
1751,2015-12-13,F3,8.83787329841311,2015-12-16
1751,2015-12-13,F4,19.41670927774848,2015-12-17
1751,2015-12-13,F5,24.279618253388215,2015-12-18
1751,2015-12-13,F6,2.6740996991422685,2015-12-19
1751,2015-12-13,F7,2.792102777621677,2015-12-20
1751,2015-12-13,F8,27.42558076656099,2015-12-21
1751,2015-12-13,F9,20.83809235606453,2015-12-22
1751,2015-12-13,F10,44.30561851700621,2015-12-23
1758,2015-12-20,F1,4.168815179875087,2015-12-21
1758,2015-12-20,F2,-26.79160138435883,2015-12-22
1758,2015-12-20,F3,36.87990062094419,2015-12-23
1758,2015-12-20,F4,52.25254465175933,2015-12-24
1758,2015-12-20,F5,36.18651475406526,2015-12-25
1758,2015-12-20,F6,31.547731464626594,2015-12-26
1758,2015-12-20,F7,18.915101133645123,2015-12-27
1758,2015-12-20,F8,25.18043637374567,2015-12-28
1758,2015-12-20,F9,15.024083639550547,2015-12-29
1758,2015-12-20,F10,32.4410960134952,2015-12-30
1765,2015-12-27,F1,-3.0161021641140673,2015-12-28
1765,2015-12-27,F2,0.361754763287357,2015-12-29
1765,2015-12-27,F3,21.15148548705516,2015-12-30
1765,2015-12-27,F4,93.8961663541202,2015-12-31
1765,2015-12-27,F5,59.139457367934085,2016-01-01
1765,2015-12-27,F6,71.15985991551126,2016-01-02
1765,2015-12-27,F7,91.45678603916895,2016-01-03
1765,2015-12-27,F8,80.54183975450096,2016-01-04
1765,2015-12-27,F9,65.2544956250982,2016-01-05
1765,2015-12-27,F10,69.20952921663309,2016-01-06
1772,2016-01-03,F1,70.16035302958755,2016-01-04
1772,2016-01-03,F2,57.48327670322529,2016-01-05
1772,2016-01-03,F3,64.97883759883118,2016-01-06
1772,2016-01-03,F4,64.35564104513962,2016-01-07
1772,2016-01-03,F5,151.80901020383263,2016-01-08
1772,2016-01-03,F6,212.84640336753654,2016-01-09
1772,2016-01-03,F7,223.785157429528,2016-01-10
1772,2016-01-03,F8,203.89799147256298,2016-01-11
1772,2016-01-03,F9,225.39595641735983,2016-01-12
1772,2016-01-03,F10,219.82751213332642,2016-01-13
1779,2016-01-10,F1,200.63617599159966,2016-01-11
1779,2016-01-10,F2,222.95027369878824,2016-01-12
1779,2016-01-10,F3,246.1725306335964,2016-01-13
1779,2016-01-10,F4,146.11597653327382,2016-01-14
1779,2016-01-10,F5,177.19480854483263,2016-01-15
1779,2016-01-10,F6,264.93978944306133,2016-01-16
1779,2016-01-10,F7,245.0689333380128,2016-01-17
1779,2016-01-10,F8,154.342484556089,2016-01-18
1779,2016-01-10,F9,145.33806121749066,2016-01-19
1779,2016-01-10,F10,150.8173943436578,2016-01-20
1786,2016-01-17,F1,161.74122266838282,2016-01-18
1786,2016-01-17,F2,145.99393103207092,2016-01-19
1786,2016-01-17,F3,152.24730392917695,2016-01-20
1786,2016-01-17,F4,157.73570489394422,2016-01-21
1786,2016-01-17,F5,195.49005322345937,2016-01-22
1786,2016-01-17,F6,253.91632528433186,2016-01-23
1786,2016-01-17,F7,254.38826090642925,2016-01-24
1786,2016-01-17,F8,141.57880053665494,2016-01-25
1786,2016-01-17,F9,136.8832052692719,2016-01-26
1786,2016-01-17,F10,137.88917280448908,2016-01-27
1793,2016-01-24,F1,140.04459343422894,2016-01-25
1793,2016-01-24,F2,134.8937158846121,2016-01-26
1793,2016-01-24,F3,138.11609990380668,2016-01-27
1793,2016-01-24,F4,132.64966345386784,2016-01-28
1793,2016-01-24,F5,182.22322563564907,2016-01-29
1793,2016-01-24,F6,226.1270329889684,2016-01-30
1793,2016-01-24,F7,263.1587914115445,2016-01-31
1793,2016-01-24,F8,149.1440067132613,2016-02-01
1793,2016-01-24,F9,148.37850008574623,2016-02-02
1793,2016-01-24,F10,156.76102469353174,2016-02-03
1800,2016-01-31,F1,145.44977016065977,2016-02-01
1800,2016-01-31,F2,147.59740148546857,2016-02-02
1800,2016-01-31,F3,151.49217052668075,2016-02-03
1800,2016-01-31,F4,152.65578596186228,2016-02-04
1800,2016-01-31,F5,190.6501189069819,2016-02-05
1800,2016-01-31,F6,200.7064408673445,2016-02-06
1800,2016-01-31,F7,237.9620806559597,2016-02-07
1800,2016-01-31,F8,131.78846770003625,2016-02-08
1800,2016-01-31,F9,147.56511440838614,2016-02-09
1800,2016-01-31,F10,151.93268978698134,2016-02-10
1807,2016-02-07,F1,131.26389584792392,2016-02-08
1807,2016-02-07,F2,132.20686189140878,2016-02-09
1807,2016-02-07,F3,154.78991836068437,2016-02-10
1807,2016-02-07,F4,158.32447644475974,2016-02-11
1807,2016-02-07,F5,209.88263653952777,2016-02-12
1807,2016-02-07,F6,244.60997628126415,2016-02-13
1807,2016-02-07,F7,238.63475171931057,2016-02-14
1807,2016-02-07,F8,131.61500998439067,2016-02-15
1807,2016-02-07,F9,125.09646276440097,2016-02-16
1807,2016-02-07,F10,130.4492686071722,2016-02-17
1814,2016-02-14,F1,124.54692096864237,2016-02-15
1814,2016-02-14,F2,126.97131478971332,2016-02-16
1814,2016-02-14,F3,136.3209485407732,2016-02-17
1814,2016-02-14,F4,155.77771830338827,2016-02-18
1814,2016-02-14,F5,190.00405343351034,2016-02-19
1814,2016-02-14,F6,255.03984333003538,2016-02-20
1814,2016-02-14,F7,234.48490447243418,2016-02-21
1814,2016-02-14,F8,146.2156671617034,2016-02-22
1814,2016-02-14,F9,144.0570427201645,2016-02-23
1814,2016-02-14,F10,146.21702878428198,2016-02-24
1821,2016-02-21,F1,150.32153041944,2016-02-22
1821,2016-02-21,F2,143.727511800082,2016-02-23
1821,2016-02-21,F3,151.99517504300454,2016-02-24
1821,2016-02-21,F4,139.642843451586,2016-02-25
1821,2016-02-21,F5,186.71222646606313,2016-02-26
1821,2016-02-21,F6,233.21332086922166,2016-02-27
1821,2016-02-21,F7,212.45485106701608,2016-02-28
1821,2016-02-21,F8,136.8174325669209,2016-02-29
1821,2016-02-21,F9,137.34639503918532,2016-03-01
1821,2016-02-21,F10,116.72240937370204,2016-03-02
1828,2016-02-28,F1,139.37621712332637,2016-02-29
1828,2016-02-28,F2,141.78549445757096,2016-03-01
1828,2016-02-28,F3,129.73760841491818,2016-03-02
1828,2016-02-28,F4,152.09042788297003,2016-03-03
1828,2016-02-28,F5,201.35022856834266,2016-03-04
1828,2016-02-28,F6,226.68417281350617,2016-03-05
1828,2016-02-28,F7,220.32345457839858,2016-03-06
1828,2016-02-28,F8,158.82866609318023,2016-03-07
1828,2016-02-28,F9,140.98973134647176,2016-03-08
1828,2016-02-28,F10,149.85402020514576,2016-03-09
1835,2016-03-06,F1,160.082378285026,2016-03-07
1835,2016-03-06,F2,142.81277457456437,2016-03-08
1835,2016-03-06,F3,144.52679764425304,2016-03-09
1835,2016-03-06,F4,133.57300911611392,2016-03-10
1835,2016-03-06,F5,166.7694802971298,2016-03-11
1835,2016-03-06,F6,230.95524073843396,2016-03-12
1835,2016-03-06,F7,237.04191002091605,2016-03-13
1835,2016-03-06,F8,153.53515730421898,2016-03-14
1835,2016-03-06,F9,150.5834685166061,2016-03-15
1835,2016-03-06,F10,140.24881932040583,2016-03-16
1842,2016-03-13,F1,152.83398898961983,2016-03-14
1842,2016-03-13,F2,144.43996829716522,2016-03-15
1842,2016-03-13,F3,139.75711148550928,2016-03-16
1842,2016-03-13,F4,153.59378707310856,2016-03-17
1842,2016-03-13,F5,185.87646391898758,2016-03-18
1842,2016-03-13,F6,245.15598664606523,2016-03-19
1842,2016-03-13,F7,231.73330324541232,2016-03-20
1842,2016-03-13,F8,147.04696778526946,2016-03-21
1842,2016-03-13,F9,136.8621493952353,2016-03-22
1842,2016-03-13,F10,146.6414583389425,2016-03-23
1849,2016-03-20,F1,145.42911754549405,2016-03-21
1849,2016-03-20,F2,133.71596806749605,2016-03-22
1849,2016-03-20,F3,144.08376402701776,2016-03-23
1849,2016-03-20,F4,140.03486708868226,2016-03-24
1849,2016-03-20,F5,184.77486229363683,2016-03-25
1849,2016-03-20,F6,234.73289901901725,2016-03-26
1849,2016-03-20,F7,233.05378368344861,2016-03-27
1849,2016-03-20,F8,135.0535249035277,2016-03-28
1849,2016-03-20,F9,145.59207135166997,2016-03-29
1849,2016-03-20,F10,144.57631044951478,2016-03-30
1856,2016-03-27,F1,137.5182164042797,2016-03-28
1856,2016-03-27,F2,148.51540086625823,2016-03-29
1856,2016-03-27,F3,141.70596399752282,2016-03-30
1856,2016-03-27,F4,168.5281866398687,2016-03-31
1856,2016-03-27,F5,187.72991407633234,2016-04-01
1856,2016-03-27,F6,254.72756213921724,2016-04-02
1856,2016-03-27,F7,221.94806238375983,2016-04-03
1856,2016-03-27,F8,138.31071921282282,2016-04-04
1856,2016-03-27,F9,133.10316479093697,2016-04-05
1856,2016-03-27,F10,147.9070110108489,2016-04-06
1863,2016-04-03,F1,137.17939204724638,2016-04-04
1863,2016-04-03,F2,130.8407533909835,2016-04-05
1863,2016-04-03,F3,146.7338423427502,2016-04-06
1863,2016-04-03,F4,155.74774567063025,2016-04-07
1863,2016-04-03,F5,180.96254247941374,2016-04-08
1863,2016-04-03,F6,237.83136449776418,2016-04-09
1863,2016-04-03,F7,244.29842409854507,2016-04-10
